Категория	Место	Код	Приоритет	Вид испытания	Математика	Информатика	Русский язык	ИД	Балл ВИ	Балл ВИ+ИД	Преимущественное право	Основной высший приоритет	Высший проходной приоритет	Согласие	Олимпиада
Общий конкурс	602	1195234	4	ЕГЭ	92	93	89	7	274	281	нет	нет	нет	нет	
Общий конкурс	603	1288026	1	ЕГЭ	92	90	94	5	276	281	нет	нет	нет	нет	
Общий конкурс	604	1514469	5	ЕГЭ	90	95	91	5	276	281	нет	нет	нет	нет	
Общий конкурс	605	1380031	4	ЕГЭ	88	93	97	3	278	281	нет	нет	нет	нет	
Общий конкурс	606	2040046	4	ВИ	88	88	100	5	276	281	нет	нет	нет	нет	
Общий конкурс	607	1196035	4	ЕГЭ	97	95	83	5	275	280	да	нет	нет	нет	
Общий конкурс	608	1647455	5	ЕГЭ	96	93	89	2	278	280	да	нет	нет	нет	
Общий конкурс	609	1814771	2	ЕГЭ	94	95	91	0	280	280	да	нет	нет	нет	
Общий конкурс	610	959952	4	ЕГЭ	84	100	86	10	270	280	да	нет	нет	нет	
Общий конкурс	611	1834990	2	ВИ	100	88	89	3	277	280	нет	нет	нет	да	
Общий конкурс	612	1647522	3	ВИ	100	78	100	2	278	280	нет	нет	нет	да	
Общий конкурс	613	1359241	3	ЕГЭ	99	95	81	5	275	280	нет	нет	нет	нет	
Общий конкурс	614	1249316	4	ЕГЭ	99	95	86	0	280	280	нет	нет	нет	нет	
Общий конкурс	615	1210261	4	ЕГЭ	99	85	91	5	275	280	нет	нет	нет	нет	
Общий конкурс	616	1251176	3	ЕГЭ	98	90	89	3	277	280	нет	нет	нет	нет	
Общий конкурс	617	1407974	4	ЕГЭ	98	83	94	5	275	280	нет	нет	нет	нет	
Общий конкурс	618	1282053	3	ЕГЭ	97	100	83	0	280	280	нет	нет	нет	нет	
Общий конкурс	619	1287231	4	ЕГЭ	97	95	83	5	275	280	нет	нет	нет	нет	
Общий конкурс	620	1438943	4	ВИ	96	100	81	3	277	280	нет	нет	нет	да	
Общий конкурс	621	1486368	4	ЕГЭ	96	95	86	3	277	280	нет	нет	нет	нет	
Общий конкурс	622	1497080	3	ЕГЭ	96	93	86	5	275	280	нет	нет	нет	нет	
Общий конкурс	623	1946629	5	ЕГЭ	96	90	89	5	275	280	нет	нет	нет	да	
Общий конкурс	624	1582083	4	ЕГЭ	96	88	91	5	275	280	нет	нет	нет	нет	
Общий конкурс	625	1556567	4	ВИ	95	100	83	2	278	280	нет	нет	нет	нет	
Общий конкурс	626	1276028	4	ЕГЭ	95	93	89	3	277	280	нет	нет	нет	нет	
Общий конкурс	627	1317031	4	ЕГЭ	95	88	94	3	277	280	нет	нет	нет	да	
Общий конкурс	628	1870807	5	ВИ	94	100	83	3	277	280	нет	нет	нет	да	
Общий конкурс	629	1634057	4	ЕГЭ	94	95	91	0	280	280	нет	нет	нет	нет	
Общий конкурс	630	1960151	3	ЕГЭ	94	90	86	10	270	280	нет	нет	нет	нет	
Общий конкурс	631	1627815	3	ЕГЭ	92	95	91	2	278	280	нет	нет	нет	нет	
Общий конкурс	632	1331983	3	ЕГЭ	92	88	97	3	277	280	нет	нет	нет	нет	
Общий конкурс	633	1443217	4	ЕГЭ	90	98	89	3	277	280	нет	нет	нет	нет	
Общий конкурс	634	1638952	1	ЕГЭ	90	90	97	3	277	280	нет	нет	нет	нет	
Общий конкурс	635	2100363	1	ЕГЭ	88	93	94	5	275	280	нет	нет	нет	нет	
Общий конкурс	636	1620136	3	ЕГЭ	86	100	91	3	277	280	нет	нет	нет	нет	
Общий конкурс	637	1648864	4	ЕГЭ	86	98	86	10	270	280	нет	нет	нет	нет	
Общий конкурс	638	1345355	4	ЕГЭ	86	98	91	5	275	280	нет	нет	нет	нет	
Общий конкурс	639	1215192	4	ВИ	78	100	94	8	272	280	нет	нет	нет	нет	
Общий конкурс	640	961863	3	ЕГЭ	92	90	94	3	276	279	да	нет	нет	нет	
Общий конкурс	641	1515279	2	ВИ	100	100	72	7	272	279	нет	нет	нет	да	
Общий конкурс	642	1855743	4	ВИ	100	93	83	3	276	279	нет	нет	нет	нет	
Общий конкурс	643	1321901	2	ЕГЭ	100	80	89	10	269	279	нет	нет	нет	нет	
Общий конкурс	644	1258999	3	ВИ	98	100	81	0	279	279	нет	нет	нет	нет	
Общий конкурс	645	1273252	2	ЕГЭ	98	95	83	3	276	279	нет	нет	нет	нет	
Общий конкурс	646	1443253	2	ЕГЭ	98	88	83	10	269	279	нет	нет	нет	нет	
Общий конкурс	647	1970396	4	ЕГЭ	97	93	86	3	276	279	нет	нет	нет	нет	
Общий конкурс	648	1576831	2	ЕГЭ	95	93	86	5	274	279	нет	нет	нет	нет	
Общий конкурс	649	1634361	4	ЕГЭ	92	98	86	3	276	279	нет	нет	нет	нет	
Общий конкурс	650	1817073	2	ЕГЭ	92	93	91	3	276	279	нет	нет	нет	да	
Общий конкурс	651	2051141	5	ЕГЭ	92	93	91	3	276	279	нет	нет	нет	нет	
Общий конкурс	652	1306333	4	ЕГЭ	92	90	97	0	279	279	нет	нет	нет	да	
Общий конкурс	653	1266574	5	ЕГЭ	90	95	89	5	274	279	нет	нет	нет	нет	
Общий конкурс	654	1356390	5	ЕГЭ	90	90	89	10	269	279	нет	нет	нет	нет	
Общий конкурс	655	1334082	3	ЕГЭ	90	88	94	7	272	279	нет	нет	нет	да	
Общий конкурс	656	1838996	4	ЕГЭ	86	93	97	3	276	279	нет	нет	нет	нет	
Общий конкурс	657	1649174	3	ЕГЭ	96	93	86	3	275	278	да	нет	нет	нет	
Общий конкурс	658	1198440	2	ЕГЭ	94	90	94	0	278	278	да	нет	нет	нет	
Общий конкурс	659	1712672	3	ВИ	100	83	89	6	272	278	нет	нет	нет	нет	
Общий конкурс	660	1215814	2	ВИ	98	100	78	2	276	278	нет	нет	нет	нет	
Общий конкурс	661	1719954	5	ЕГЭ	98	88	89	3	275	278	нет	нет	нет	нет	
Общий конкурс	662	1213682	4	ЕГЭ	97	95	86	0	278	278	нет	нет	нет	нет	
Общий конкурс	663	1773198	5	ЕГЭ	97	88	86	7	271	278	нет	нет	нет	нет	
Общий конкурс	664	1207727	4	ЕГЭ	97	85	91	5	273	278	нет	нет	нет	нет	
Общий конкурс	665	1564749	1	ЕГЭ	96	90	89	3	275	278	нет	нет	нет	нет	
Общий конкурс	666	1214065	5	ВИ	96	83	96	3	275	278	нет	нет	нет	нет	
Общий конкурс	667	1310191	1	ЕГЭ	95	100	83	0	278	278	нет	нет	нет	нет	
Общий конкурс	668	1185034	5	ЕГЭ	94	98	86	0	278	278	нет	нет	нет	нет	
Общий конкурс	669	2071982	4	ЕГЭ	94	93	91	0	278	278	нет	нет	нет	нет	
Общий конкурс	670	1522238	3	ЕГЭ	94	90	94	0	278	278	нет	нет	нет	нет	
Общий конкурс	671	1440961	4	ЕГЭ	94	83	91	10	268	278	нет	нет	нет	нет	
Общий конкурс	672	1989141	1	ЕГЭ	92	90	91	5	273	278	нет	нет	нет	нет	
Общий конкурс	673	988267	3	ЕГЭ	92	90	93	3	275	278	нет	нет	нет	да	
Общий конкурс	674	1347769	4	ЕГЭ	90	100	81	7	271	278	нет	нет	нет	нет	
Общий конкурс	675	2101148	3	ВИ	86	100	83	9	269	278	нет	нет	нет	нет	
Общий конкурс	676	1709392	2	ЕГЭ	86	93	94	5	273	278	нет	нет	нет	нет	
Общий конкурс	677	1416973	1	ВИ	86	90	100	2	276	278	нет	нет	нет	нет	
Общий конкурс	678	2048706	3	ВИ	84	100	91	3	275	278	нет	нет	нет	да	
Общий конкурс	679	1628937	3	ЕГЭ	94	98	81	4	273	277	да	нет	нет	нет	
Общий конкурс	680	1647669	4	ВИ	100	88	86	3	274	277	нет	нет	нет	да	
Общий конкурс	681	1471576	3	ЕГЭ	100	85	89	3	274	277	нет	нет	нет	нет	
Общий конкурс	682	1392657	4	ЕГЭ	99	90	83	5	272	277	нет	нет	нет	нет	
Общий конкурс	683	1440327	5	ЕГЭ	99	85	91	2	275	277	нет	нет	нет	нет	
Общий конкурс	684	1723387	2	ЕГЭ	98	95	81	3	274	277	нет	нет	нет	нет	
Общий конкурс	685	995702	2	ЕГЭ	98	95	81	3	274	277	нет	нет	нет	нет	
Общий конкурс	686	1510645	3	ЕГЭ	98	93	81	5	272	277	нет	нет	нет	нет	
Общий конкурс	687	1623931	2	ЕГЭ	96	98	83	0	277	277	нет	нет	нет	нет	
Общий конкурс	688	1507944	1	ЕГЭ	96	90	91	0	277	277	нет	нет	нет	нет	
Общий конкурс	689	2046347	5	ЕГЭ	96	85	86	10	267	277	нет	нет	нет	нет	
Общий конкурс	690	1568478	3	ЕГЭ	95	98	81	3	274	277	нет	нет	нет	нет	
Общий конкурс	691	1950195	4	ЕГЭ	95	98	81	3	274	277	нет	нет	нет	нет	
Общий конкурс	692	1962189	4	ЕГЭ	95	93	86	3	274	277	нет	нет	нет	нет	
Общий конкурс	693	1276094	3	ЕГЭ	94	95	83	5	272	277	нет	нет	нет	нет	
Общий конкурс	694	1722912	4	ЕГЭ	92	88	94	3	274	277	нет	нет	нет	нет	
Общий конкурс	695	1258242	3	ЕГЭ	90	98	89	0	277	277	нет	нет	нет	нет	
Общий конкурс	696	1461882	3	ЕГЭ	88	98	86	5	272	277	нет	нет	нет	нет	
Общий конкурс	697	1466105	4	ЕГЭ	88	95	91	3	274	277	нет	нет	нет	нет	
Общий конкурс	698	1104282	3	ЕГЭ	88	90	97	2	275	277	нет	нет	нет	нет	
Общий конкурс	699	1519365	5	ЕГЭ	84	93	97	3	274	277	нет	нет	нет	нет	
Общий конкурс	700	1603249	3	ВИ	84	90	100	3	274	277	нет	нет	нет	нет	
Общий конкурс	701	1193670	5	ЕГЭ	82	90	100	5	272	277	нет	нет	нет	нет	
Общий конкурс	702	1256156	5	ВИ	78	100	94	5	272	277	нет	нет	нет	да	
Общий конкурс	703	1654226	4	ЕГЭ	95	88	91	2	274	276	да	нет	нет	нет	
Общий конкурс	704	1187127	2	ЕГЭ	94	88	91	3	273	276	да	нет	нет	нет	
Общий конкурс	705	1948500	1	ВИ	100	98	75	3	273	276	нет	нет	нет	нет	
Общий конкурс	706	1198929	3	ЕГЭ	100	95	81	0	276	276	нет	нет	нет	нет	
Общий конкурс	707	1198985	3	ЕГЭ	100	95	81	0	276	276	нет	нет	нет	нет	
Общий конкурс	708	1793027	3	ЕГЭ	100	93	83	0	276	276	нет	нет	нет	нет	
Общий конкурс	709	2005790	2	ЕГЭ	99	85	89	3	273	276	нет	нет	нет	нет	
Общий конкурс	710	1568008	4	ЕГЭ	97	93	81	5	271	276	нет	нет	нет	нет	
Общий конкурс	711	1507079	2	ЕГЭ	97	90	86	3	273	276	нет	нет	нет	нет	
Общий конкурс	712	1845298	1	ЕГЭ	97	85	89	5	271	276	нет	нет	нет	нет	
Общий конкурс	713	1612435	5	ЕГЭ	95	93	86	2	274	276	нет	нет	нет	нет	
Общий конкурс	714	1860744	1	ЕГЭ	95	85	91	5	271	276	нет	нет	нет	нет	
Общий конкурс	715	1238163	2	ЕГЭ	94	93	86	3	273	276	нет	нет	нет	нет	
Общий конкурс	716	1493826	5	ЕГЭ	94	88	89	5	271	276	нет	нет	нет	нет	
Общий конкурс	717	1833833	4	ЕГЭ	94	88	91	3	273	276	нет	нет	нет	нет	
Общий конкурс	718	1415191	4	ЕГЭ	92	98	83	3	273	276	нет	нет	нет	нет	
Общий конкурс	719	1964669	1	ЕГЭ	92	98	83	3	273	276	нет	нет	нет	нет	
Общий конкурс	720	1504424	3	ЕГЭ	92	90	94	0	276	276	нет	нет	нет	нет	
Общий конкурс	721	2065247	5	ЕГЭ	92	90	94	0	276	276	нет	нет	нет	нет	
Общий конкурс	722	1647419	4	ЕГЭ	90	90	89	7	269	276	нет	нет	нет	нет	
Общий конкурс	723	1785487	3	ВИ	90	83	100	3	273	276	нет	нет	нет	нет	
Общий конкурс	724	1441036	4	ВИ	88	100	83	5	271	276	нет	нет	нет	да	
Общий конкурс	725	1359437	3	ЕГЭ	86	93	94	3	273	276	нет	нет	нет	нет	
Общий конкурс	726	1487914	4	ЕГЭ	86	93	94	3	273	276	нет	нет	нет	нет	
Общий конкурс	727	1787318	2	ЕГЭ	84	98	94	0	276	276	нет	нет	нет	нет	
Общий конкурс	728	1515849	4	ЕГЭ	96	88	86	5	270	275	да	нет	нет	нет	
Общий конкурс	729	1609230	2	ВИ	100	100	69	6	269	275	нет	нет	нет	нет	
Общий конкурс	730	1600676	3	ВИ	100	83	83	9	266	275	нет	нет	нет	да	
Общий конкурс	731	1584691	4	ВИ			92	3	272	275	нет	нет	нет	нет	
Общий конкурс	732	1993333	2	ВИ	100	75	100	0	275	275	нет	нет	нет	нет	
Общий конкурс	733	1820743	2	ЕГЭ	99	93	81	2	273	275	нет	нет	нет	нет	
Общий конкурс	734	1317363	3	ЕГЭ	99	85	91	0	275	275	нет	нет	нет	нет	
Общий конкурс	735	1995673	2	ЕГЭ	98	88	86	3	272	275	нет	нет	нет	нет	
Общий конкурс	736	1362878	3	ЕГЭ	97	95	83	0	275	275	нет	нет	нет	нет	
Общий конкурс	737	1661231	2	ЕГЭ	96	93	83	3	272	275	нет	нет	нет	нет	
Общий конкурс	738	1179878	3	ЕГЭ	96	90	89	0	275	275	нет	нет	нет	нет	
Общий конкурс	739	1044515	2	ЕГЭ	96	85	91	3	272	275	нет	нет	нет	нет	
Общий конкурс	740	1366363	4	ЕГЭ	94	90	91	0	275	275	нет	нет	нет	нет	
Общий конкурс	741	1940619	3	ЕГЭ	92	93	81	9	266	275	нет	нет	нет	нет	
Общий конкурс	742	1446123	2	ЕГЭ	88	90	94	3	272	275	нет	нет	нет	нет	
Общий конкурс	743	1632180	2	ЕГЭ	88	88	94	5	270	275	нет	нет	нет	нет	
Общий конкурс	744	1744368	4	ЕГЭ	88	85	97	5	270	275	нет	нет	нет	нет	
Общий конкурс	745	1414943	3	ЕГЭ	86	98	81	10	265	275	нет	нет	нет	нет	
Общий конкурс	746	1695093	3	ЕГЭ	86	95	91	3	272	275	нет	нет	нет	нет	
Общий конкурс	747	1463618	2	ВИ	100	100	72	2	272	274	нет	нет	нет	нет	
Общий конкурс	748	1641417	4	ВИ	100	88	86	0	274	274	нет	нет	нет	да	
Общий конкурс	749	2051622	2	ВИ	100	83	89	2	272	274	нет	нет	нет	да	
Общий конкурс	750	1914040	3	ВИ	100	80	89	5	269	274	нет	нет	нет	нет	
Общий конкурс	751	1425329	2	ВИ	96	100	78	0	274	274	нет	нет	нет	да	
Общий конкурс	752	1644718	4	ЕГЭ	95	90	89	0	274	274	нет	нет	нет	нет	
Общий конкурс	753	1641943	2	ЕГЭ	94	88	89	3	271	274	нет	нет	нет	нет	
Общий конкурс	754	1707003	3	ЕГЭ	94	88	89	3	271	274	нет	нет	нет	нет	
Общий конкурс	755	1638709	4	ЕГЭ	94	80	91	9	265	274	нет	нет	нет	нет	
Общий конкурс	756	1586156	4	ЕГЭ	92	88	89	5	269	274	нет	нет	нет	нет	
Общий конкурс	757	1978287	4	ЕГЭ	92	85	94	3	271	274	нет	нет	нет	нет	
Общий конкурс	758	1945364	1	ЕГЭ	90	95	86	3	271	274	нет	нет	нет	нет	
Общий конкурс	759	1483864	5	ЕГЭ	90	90	91	3	271	274	нет	нет	нет	нет	
Общий конкурс	760	1516890	4	ЕГЭ	90	83	94	7	267	274	нет	нет	нет	нет	
Общий конкурс	761	1847850	1	ЕГЭ	88	95	86	5	269	274	нет	нет	нет	нет	
Общий конкурс	762	1201623	4	ЕГЭ	88	88	91	7	267	274	нет	нет	нет	нет	
Общий конкурс	763	1317887	3	ЕГЭ	86	88	100	0	274	274	нет	нет	нет	нет	
Общий конкурс	764	1442961	4	ВИ	100	100	73	0	273	273	нет	нет	нет	нет	
Общий конкурс	765	1303097	4	ВИ	100	100	73	0	273	273	нет	нет	нет	нет	
Общий конкурс	766	1887420	3	ВИ	100	83	83	7	266	273	нет	нет	нет	нет	
