Категория	Место	Код	Приоритет	Вид испытания	Математика	Информатика	Русский язык	ИД	Балл ВИ	Балл ВИ+ИД	Преимущественное право	Основной высший приоритет	Высший проходной приоритет	Согласие	Олимпиада
Отдельная квота	101	1166095	4	Без прохождения вступительных испытаний				0	0		нет	нет	нет	нет	
Отдельная квота	102	1183465	2	Без прохождения вступительных испытаний				0	0		нет	нет	нет	да	
Отдельная квота	103	1053182	5	Без прохождения вступительных испытаний				0	0		нет	нет	нет	нет	
Отдельная квота	104	1631114	1	Без прохождения вступительных испытаний				0	0		нет	да	нет	нет	
Отдельная квота	105	1205611	4	Без прохождения вступительных испытаний				0	0		нет	нет	нет	нет	
Отдельная квота	106	1355661	4	Без прохождения вступительных испытаний				0	0		нет	нет	нет	да	
Отдельная квота	107	1252976	2	Без прохождения вступительных испытаний				0	0		нет	нет	нет	да	
Отдельная квота	108	1519268	1	ЕГЭ	100	100	100	3	300	303	да	да	да	да	
Отдельная квота	109	1533512	2	ВИ	100	100	94	9	294	303	нет	нет	нет	да	
Отдельная квота	110	1642840	3	ВИ	100	100	94	9	294	303	нет	нет	нет	нет	
Отдельная квота	111	1253292	3	ВИ	98	98	100	5	296	301	нет	нет	нет	нет	
Отдельная квота	112	1849775	3	ВИ	100	100	89	10	289	299	нет	нет	нет	нет	
Отдельная квота	113	1758334	4	ЕГЭ	100	95	91	9	286	295	нет	нет	нет	да	
Отдельная квота	114	1462468	4	ЕГЭ	94	98	97	0	289	289	нет	нет	нет	нет	
Отдельная квота	115	1468367	1	ЕГЭ	99	98	91	0	288	288	нет	да	нет	нет	
Отдельная квота	116	1412089	2	ВИ	100	98	83	6	281	287	нет	да	нет	нет	
Отдельная квота	117	1291171	2	ЕГЭ	95	98	86	3	279	282	нет	нет	нет	нет	
Отдельная квота	118	1785838	3	ЕГЭ	95	95	86	5	276	281	да	нет	нет	да	
Отдельная квота	119	2089522	4	ЕГЭ	100	93	83	5	276	281	нет	нет	нет	нет	
Отдельная квота	120	1999764	3	ЕГЭ	98	93	89	0	280	280	нет	нет	нет	нет	
Отдельная квота	121	1374012	1	ЕГЭ	92	100	86	2	278	280	нет	нет	нет	нет	
Отдельная квота	122	1267092	4	ЕГЭ	92	90	94	3	276	279	нет	нет	нет	нет	
Отдельная квота	123	1855928	2	ЕГЭ	94	90	91	3	275	278	нет	нет	нет	да	
Отдельная квота	124	1607191	2	ЕГЭ	86	93	94	3	273	276	нет	нет	нет	нет	
Отдельная квота	125	1641943	5	ЕГЭ	94	88	89	3	271	274	нет	нет	нет	нет	
Отдельная квота	126	1048253	2	ЕГЭ	84	88	97	5	269	274	нет	нет	нет	нет	
