Образовательная программа	Количество мест	Дата обновления	№ п/п	Уникальный идентификатор абитуриента	Право поступления без вступительных испытаний	Основание БВИ	Приоритет зачисления	Наличие согласия на зачисление	ВИ 1	ВИ 2	ВИ 3	Сумма баллов за вступительные испытания	Сумма баллов по индивидуальным достижениям	Сумма конкурсных баллов	Все оценки положительные	Статус заявления	Преимущественное право п.9	Преимущественное право п.10	Требуется общежитие на время обучения	Возврат документов
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	634	1993093	-		3	-	100	98	94	292	3	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	635	1427002	-		4	-	100	93	97	290	5	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	636	1455825	-		6	-	100	90	100	290	5	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	637	1204553	-		4	-	100	90	100	290	5	295	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	638	1642840	-		6	-	94	100	94	288	7	295	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	639	1727373	-		3	-	100	88	97	285	10	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	640	1801537	-		3	-	92	93	100	285	10	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	641	1173115	-		3	-	100	95	97	292	2	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	642	1343899	-		9	-	100	100	91	291	3	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	643	1582873	-		3	-	98	93	100	291	3	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	644	1829378	-		3	-	97	100	94	291	3	294	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	645	1401780	-		12	-	96	98	97	291	3	294	Да	Участвует в конкурсе	Да	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	646	1511270	-		8	-	96	98	97	291	3	294	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	647	1566101	-		1	-	96	95	100	291	3	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	648	1422367	-		3	-	97	95	97	289	5	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	649	1856287	-		4	-	96	93	100	289	5	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	650	1732497	-		10	-	100	90	94	284	10	294	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	651	1633348	Да	Диплом олимпиады	1	-	96	98	81	275	8	283	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	652	2043367	Да	Диплом олимпиады	4	Да	90	90	91	271	9	280	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	653	1618150	-		4	-	100	100	94	294	10	304	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	654	1823789	-		3	-	97	100	97	294	10	304	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	655	1484288	-		3	-	100	98	100	298	5	303	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	656	1533512	-		8	-	100	100	94	294	9	303	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	657	1210337	-		5	-	100	100	97	297	5	300	Да	Отозвано поступающим	-	-	Да	Да
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	658	1129308	-		4	-	100	100	97	297	5	302	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	659	2005384	-		7	-	97	95	100	292	10	302	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	660	1502047	-		3	Да	98	100	100	298	3	301	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	661	1628551	-		5	-	99	100	97	296	5	301	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	662	1455709	-		12	-	100	98	97	295	5	300	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	663	1413259	-		3	-	98	100	97	295	5	300	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	664	1723173	-		4	-	100	93	100	293	7	300	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	665	2060011	-		2	-	100	93	97	290	10	300	Да	На рассмотрении	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	666	1776866	-		1	-	99	100	97	296	3	299	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	667	1586111	-		3	-	99	98	97	294	5	299	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	668	1188080	-		5	-	97	98	97	292	7	299	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	669	1702887	-		2	-	100	100	89	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	670	1673245	-		7	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	671	1911722	-		12	-	100	98	91	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	672	1521418	-		11	-	92	100	97	289	10	299	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	673	1515716	-		3	-	98	100	100	298	0	298	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	674	1482996	-		3	-	94	100	94	288	10	298	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	675	1999227	-		3	-	100	100	94	294	3	297	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	676	1897125	-		2	-	99	100	91	290	7	297	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	677	1207871	-		4	-	100	93	94	287	10	297	Да	Отозвано поступающим	-	-	Да	Да
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	678	1074287	-		4	-	99	100	94	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	679	1986573	-		3	-	98	98	97	293	3	296	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	680	1580750	-		3	-	96	98	97	291	5	296	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	681	1272720	-		3	-	94	100	97	291	5	296	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	682	1612531	-		6	-	100	95	91	286	10	296	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	683	1610065	-		2	-	100	98	94	292	3	295	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	684	1993093	-		3	-	100	98	94	292	3	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	685	1427002	-		4	-	100	93	97	290	5	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	686	1455825	-		6	-	100	90	100	290	5	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	687	1204553	-		4	-	100	90	100	290	5	295	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	688	1642840	-		6	-	94	100	94	288	7	295	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	689	1727373	-		3	-	100	88	97	285	10	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	690	1801537	-		3	-	92	93	100	285	10	295	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	691	1173115	-		3	-	100	95	97	292	2	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	692	1343899	-		9	-	100	100	91	291	3	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	693	1582873	-		3	-	98	93	100	291	3	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	694	1829378	-		3	-	97	100	94	291	3	294	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	695	1401780	-		12	-	96	98	97	291	3	294	Да	Участвует в конкурсе	Да	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	696	1511270	-		8	-	96	98	97	291	3	294	Да	Участвует в конкурсе	-	-	Да	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	697	1566101	-		1	-	96	95	100	291	3	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	698	1422367	-		3	-	97	95	97	289	5	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	699	1856287	-		4	-	96	93	100	289	5	294	Да	Участвует в конкурсе	-	-	-	-
Компьютерные технологии, системы и сети	15	16.07.2026 19:00	700	1732497	-		10	-	100	90	94	284	10	294	Да	Участвует в конкурсе	-	-	Да	-
